Brand,Model,Processor,Generation,RAM (GB),SSD (GB),HDD (GB),Condition,Price (PKR)
Asus,VivoBook 15,Core i5,10th Gen,16,256,500,Like New,84943
Apple,MacBook Air 2017,Core i5,9th Gen,4,256,500,Like New,91078
MSI,GF63 Thin,Ryzen 7,10th Gen,4,128,0,B-Grade,44118
Microsoft,Surface Book 2,Ryzen 7,6th Gen,4,256,1000,B-Grade,29552
Dell,Latitude 5400,Ryzen 7,8th Gen,32,128,500,Like New,63716
Lenovo,ThinkPad L480,Core i5,8th Gen,16,512,1000,B-Grade,70504
Microsoft,Surface Laptop 3,Ryzen 5,7th Gen,8,128,500,Slightly Used,29264
Microsoft,Surface Laptop 3,Ryzen 7,6th Gen,16,128,1000,Like New,46679
Acer,Predator Helios,Core i5,6th Gen,4,1024,500,Like New,64753
Apple,MacBook Pro 2015,Core i7,9th Gen,32,0,500,A-Grade,114357
Acer,Predator Helios,Celeron,7th Gen,32,1024,0,B-Grade,64249
Lenovo,Legion 5,Core i3,7th Gen,4,1024,0,Like New,43496
Apple,MacBook Air 2017,Core i7,8th Gen,8,0,500,B-Grade,106323
Lenovo,ThinkPad L480,Core i5,7th Gen,16,128,1000,B-Grade,56601
HP,Pavilion 15,Ryzen 7,6th Gen,4,1024,0,B-Grade,38349
Microsoft,Surface Laptop 3,Ryzen 7,10th Gen,32,0,500,A-Grade,72268
Microsoft,Surface Pro 7,Core i5,10th Gen,4,512,500,A-Grade,69182
Lenovo,ThinkPad T480,Core i5,11th Gen,16,0,1000,A-Grade,84521
Microsoft,Surface Pro 7,Core i5,6th Gen,16,256,500,Like New,63942
Apple,MacBook Air 2017,Core i5,5th Gen,4,512,1000,B-Grade,91961
MSI,Prestige 15,Core i5,10th Gen,16,128,500,B-Grade,73235
Acer,Nitro 5,Ryzen 5,8th Gen,4,256,500,Like New,44108
Apple,MacBook Pro 2019,Core i7,8th Gen,8,128,0,A-Grade,109828
Microsoft,Surface Pro 7,Core i3,11th Gen,8,512,1000,A-Grade,70340
Lenovo,ThinkPad T470,Core i5,8th Gen,16,1024,0,Like New,84370
Lenovo,ThinkPad T480,Core i5,11th Gen,8,1024,500,B-Grade,89388
Dell,XPS 13,Ryzen 3,11th Gen,4,128,500,A-Grade,55323
MSI,GF63 Thin,Ryzen 3,7th Gen,16,0,1000,B-Grade,39260
MSI,GF63 Thin,Core i3,11th Gen,4,256,0,Slightly Used,60951
Dell,Latitude 7490,Core i5,8th Gen,16,0,500,Slightly Used,60073
Acer,Predator Helios,Core i3,10th Gen,16,0,500,Like New,62605
Lenovo,ThinkPad T470,Core i7,11th Gen,4,128,500,B-Grade,78408
Microsoft,Surface Book 2,Ryzen 5,8th Gen,32,512,500,B-Grade,67190
Acer,Swift 3,Celeron,8th Gen,8,256,1000,Slightly Used,42948
Acer,Swift 3,Ryzen 7,8th Gen,16,1024,1000,A-Grade,65721
Asus,ROG Strix,Core i7,10th Gen,4,512,1000,A-Grade,77273
Asus,TUF Gaming,Ryzen 7,10th Gen,32,256,500,B-Grade,78212
HP,EliteBook 840 G5,Core i5,8th Gen,16,128,500,A-Grade,61598
Asus,ROG Strix,Core i5,7th Gen,32,256,500,Like New,73614
HP,ProBook 450 G6,Ryzen 3,6th Gen,4,512,1000,Slightly Used,35938
Apple,MacBook Air M1,M1,N/A,32,512,0,Slightly Used,101129
Microsoft,Surface Book 2,Core i5,10th Gen,32,128,0,Slightly Used,87821
HP,ZBook 15,Core i5,7th Gen,16,0,1000,Slightly Used,54989
Dell,Inspiron 15,Ryzen 5,8th Gen,4,0,1000,Like New,42518
Apple,MacBook Pro 2015,Core i7,5th Gen,8,1024,1000,B-Grade,114921
Apple,MacBook Air 2017,Core i5,8th Gen,8,1024,500,A-Grade,110314
Acer,Aspire 5,Ryzen 5,8th Gen,8,512,1000,A-Grade,50652
Microsoft,Surface Pro 7,Core i5,7th Gen,32,1024,1000,B-Grade,82774
Microsoft,Surface Book 2,Core i7,11th Gen,32,1024,0,B-Grade,123415
Lenovo,ThinkPad L480,Core i5,6th Gen,16,1024,0,B-Grade,69630
Acer,Nitro 5,Ryzen 5,7th Gen,8,0,1000,A-Grade,30991
Acer,Aspire 5,Ryzen 3,7th Gen,16,0,1000,B-Grade,39815
MSI,Prestige 15,Ryzen 7,10th Gen,32,0,500,A-Grade,69018
HP,EliteBook 840 G5,Ryzen 3,6th Gen,8,128,1000,Like New,37692
Apple,MacBook Air M1,M1,N/A,32,512,0,A-Grade,101975
Lenovo,IdeaPad 3,Ryzen 7,10th Gen,32,256,500,Slightly Used,78043
HP,Pavilion 15,Core i5,11th Gen,16,512,500,Like New,94740
Lenovo,ThinkPad T480,Ryzen 5,10th Gen,8,256,500,B-Grade,55447
Acer,Nitro 5,Ryzen 7,11th Gen,32,256,1000,B-Grade,84596
Acer,Aspire 5,Core i5,6th Gen,32,128,0,B-Grade,68204
HP,EliteBook 840 G5,Core i5,8th Gen,4,512,1000,B-Grade,59092
HP,Spectre x360,Core i3,7th Gen,8,128,1000,Slightly Used,31857
MSI,Modern 14,Core i5,8th Gen,4,128,500,Like New,59745
Asus,ZenBook 14,Ryzen 7,11th Gen,4,128,0,Like New,59905
Asus,ZenBook 14,Core i5,10th Gen,16,0,1000,Slightly Used,76731
Asus,ROG Strix,Ryzen 3,8th Gen,16,128,1000,B-Grade,48308
Asus,VivoBook 15,Ryzen 5,11th Gen,16,128,0,Slightly Used,66399
Microsoft,Surface Laptop 3,Ryzen 5,10th Gen,16,256,1000,Like New,64741
Dell,Inspiron 15,Core i5,8th Gen,32,512,0,Like New,87391
HP,Spectre x360,Core i5,8th Gen,16,1024,500,A-Grade,76929
Microsoft,Surface Book 2,Core i7,11th Gen,32,256,500,A-Grade,109309
MSI,Modern 14,Ryzen 5,10th Gen,8,1024,1000,Like New,72809
Dell,Latitude 7490,Core i3,10th Gen,4,128,1000,Like New,49177
Microsoft,Surface Book 2,Celeron,6th Gen,4,128,500,Slightly Used,28385
HP,EliteBook 840 G5,Ryzen 3,11th Gen,8,0,1000,A-Grade,61433
Dell,Latitude 5400,Ryzen 5,6th Gen,8,512,500,Like New,46273
Lenovo,IdeaPad 3,Core i5,6th Gen,8,512,500,Slightly Used,57458
Dell,Latitude 7480,Core i7,11th Gen,16,1024,0,Like New,115692
HP,EliteBook 840 G5,Ryzen 5,10th Gen,4,128,1000,Like New,52119
Apple,MacBook Pro M2,M2,N/A,16,512,0,B-Grade,84260
Acer,Swift 3,Core i5,10th Gen,16,256,500,B-Grade,75966
Asus,ROG Strix,Ryzen 5,6th Gen,4,512,1000,B-Grade,31608
MSI,GF63 Thin,Core i7,7th Gen,32,128,500,Like New,84281
Apple,MacBook Air M1,M1,N/A,16,512,500,B-Grade,89979
Dell,XPS 13,Core i7,7th Gen,8,256,0,B-Grade,59198
Dell,Latitude 7480,Ryzen 3,10th Gen,8,128,500,Slightly Used,50384
Apple,MacBook Pro M2,M2,N/A,8,128,1000,B-Grade,70662
Asus,VivoBook 15,Core i5,10th Gen,8,0,500,B-Grade,65570
Microsoft,Surface Laptop 3,Core i7,6th Gen,8,128,1000,A-Grade,56564
MSI,Modern 14,Ryzen 5,10th Gen,16,0,1000,A-Grade,61312
Acer,Swift 3,Core i5,7th Gen,16,1024,0,Slightly Used,67723
HP,EliteBook 840 G3,Core i5,11th Gen,16,256,0,Slightly Used,87289
Asus,ZenBook 14,Core i5,6th Gen,8,512,0,A-Grade,57026
Dell,Latitude 7490,Ryzen 3,8th Gen,4,0,500,A-Grade,35853
Microsoft,Surface Book 2,Ryzen 5,11th Gen,4,256,1000,Like New,68300
Apple,MacBook Air 2017,Core i5,9th Gen,32,128,500,Like New,113846
HP,ZBook 15,Core i5,11th Gen,32,512,500,Slightly Used,107143
Lenovo,Legion 5,Celeron,8th Gen,8,256,500,B-Grade,47209
Asus,VivoBook 15,Core i5,6th Gen,8,1024,500,Like New,64016
Lenovo,ThinkPad X1 Carbon,Core i7,11th Gen,32,0,1000,B-Grade,109529
Acer,Swift 3,Ryzen 3,8th Gen,8,256,500,Slightly Used,45064
Lenovo,IdeaPad 3,Celeron,7th Gen,32,512,0,Slightly Used,61885
Apple,MacBook Pro M2,M2,N/A,4,1024,1000,Slightly Used,83800
Lenovo,ThinkPad T480,Core i7,11th Gen,4,128,1000,Slightly Used,80033
Asus,ZenBook 14,Ryzen 5,7th Gen,4,128,0,A-Grade,28058
Apple,MacBook Pro 2015,Core i7,5th Gen,4,256,1000,Like New,103278
Lenovo,Legion 5,Core i5,8th Gen,4,512,500,Like New,66796
Apple,MacBook Pro 2015,Core i5,5th Gen,16,256,500,B-Grade,95713
Asus,ZenBook 14,Celeron,6th Gen,8,256,0,A-Grade,33873
MSI,Prestige 15,Core i5,8th Gen,4,1024,0,Like New,74912
Asus,VivoBook 15,Core i5,6th Gen,4,256,0,B-Grade,46210
Dell,Inspiron 15,Core i3,10th Gen,32,128,500,B-Grade,74856
Microsoft,Surface Pro 7,Core i5,8th Gen,16,512,0,Slightly Used,70550
Dell,Latitude 5400,Core i5,10th Gen,32,256,1000,Slightly Used,92308
Microsoft,Surface Pro 7,Core i5,7th Gen,16,256,0,Slightly Used,59104
Acer,Aspire 5,Celeron,10th Gen,8,1024,1000,A-Grade,69829
Microsoft,Surface Pro 7,Core i5,6th Gen,4,256,0,Slightly Used,47496
Acer,Nitro 5,Core i7,8th Gen,32,1024,1000,B-Grade,98911
MSI,GF63 Thin,Core i3,10th Gen,8,128,1000,B-Grade,48557
Apple,MacBook Air M1,M1,N/A,16,128,500,Slightly Used,80689
Acer,Swift 3,Core i5,11th Gen,16,256,0,A-Grade,86638
Asus,ZenBook 14,Core i3,7th Gen,4,256,0,B-Grade,31481
HP,Spectre x360,Ryzen 3,7th Gen,4,256,500,B-Grade,31668
Acer,Swift 3,Ryzen 3,7th Gen,32,128,0,A-Grade,51962
HP,Pavilion 15,Core i3,10th Gen,8,1024,0,Like New,68494
Acer,Predator Helios,Core i5,6th Gen,8,128,1000,Like New,54630
Apple,MacBook Air M1,M1,N/A,32,1024,0,Like New,110089
Dell,Latitude 7490,Celeron,11th Gen,16,512,500,B-Grade,74755
Dell,Inspiron 15,Core i5,6th Gen,8,256,0,Slightly Used,50900
MSI,Prestige 15,Core i5,11th Gen,8,512,500,B-Grade,87204
Lenovo,ThinkPad L480,Ryzen 5,10th Gen,16,256,1000,A-Grade,64526
Lenovo,ThinkPad T470,Core i5,11th Gen,16,0,1000,A-Grade,85326
HP,Spectre x360,Core i5,11th Gen,32,0,500,Slightly Used,96659
Acer,Aspire 5,Core i5,10th Gen,16,128,1000,Like New,75161
HP,EliteBook 840 G3,Ryzen 5,10th Gen,4,512,500,B-Grade,57939
MSI,GF63 Thin,Core i5,11th Gen,8,512,0,A-Grade,81360
Microsoft,Surface Pro 7,Core i3,7th Gen,8,256,1000,Like New,41508
Acer,Nitro 5,Celeron,6th Gen,16,256,500,A-Grade,43014
Apple,MacBook Pro 2019,Core i5,5th Gen,16,128,500,B-Grade,90448
Dell,Precision 5520,Ryzen 5,10th Gen,16,128,500,A-Grade,60814
Dell,XPS 13,Core i7,8th Gen,8,0,500,Slightly Used,63604
Dell,XPS 13,Core i5,6th Gen,16,128,500,A-Grade,52215
Apple,MacBook Pro 2019,Core i7,8th Gen,8,512,1000,Slightly Used,112412
HP,EliteBook 840 G3,Ryzen 3,7th Gen,8,256,500,A-Grade,32395
HP,Spectre x360,Core i5,8th Gen,4,1024,1000,B-Grade,66450
MSI,Modern 14,Ryzen 5,7th Gen,16,128,500,A-Grade,37987
Microsoft,Surface Laptop 3,Core i7,11th Gen,32,0,500,Slightly Used,109713
Lenovo,ThinkPad T480,Celeron,10th Gen,32,1024,1000,Like New,92799
Lenovo,IdeaPad 3,Ryzen 7,7th Gen,16,0,500,B-Grade,40363
Lenovo,ThinkPad T480,Core i5,11th Gen,32,512,0,B-Grade,101540
Dell,Precision 5520,Ryzen 3,10th Gen,8,0,500,Slightly Used,52723
Lenovo,Legion 5,Core i7,6th Gen,8,128,0,B-Grade,53372
MSI,Prestige 15,Core i3,6th Gen,16,0,1000,B-Grade,36296
HP,ZBook 15,Core i5,7th Gen,16,128,1000,Slightly Used,52146
Dell,Latitude 7490,Ryzen 7,7th Gen,32,128,500,A-Grade,49922
Microsoft,Surface Laptop 3,Celeron,7th Gen,16,512,500,Slightly Used,45639
Lenovo,ThinkPad L480,Core i5,10th Gen,8,1024,500,A-Grade,84518
MSI,Prestige 15,Core i5,10th Gen,32,512,500,B-Grade,93948
Microsoft,Surface Pro 7,Core i3,6th Gen,8,0,1000,Slightly Used,33134
HP,Spectre x360,Ryzen 3,8th Gen,16,0,1000,Like New,53782
Lenovo,ThinkPad L480,Ryzen 3,8th Gen,32,256,500,Slightly Used,66593
Lenovo,ThinkPad T470,Core i7,8th Gen,16,0,1000,B-Grade,76009
Microsoft,Surface Pro 7,Celeron,11th Gen,32,128,0,Slightly Used,82199
Acer,Aspire 5,Celeron,10th Gen,4,128,0,B-Grade,44324
Asus,TUF Gaming,Ryzen 3,8th Gen,4,1024,1000,A-Grade,53971
Lenovo,ThinkPad X1 Carbon,Ryzen 7,11th Gen,8,128,0,A-Grade,60712
Lenovo,ThinkPad T480,Core i5,8th Gen,4,256,0,B-Grade,58182
Dell,Latitude 7490,Ryzen 3,6th Gen,32,256,500,Slightly Used,54801
Apple,MacBook Pro M2,M2,N/A,32,256,1000,B-Grade,96203
Microsoft,Surface Laptop 3,Celeron,11th Gen,8,0,500,Like New,67536
Asus,TUF Gaming,Core i5,7th Gen,16,256,1000,Like New,61011
Lenovo,Legion 5,Core i3,6th Gen,4,512,0,Slightly Used,36499
Lenovo,Legion 5,Core i5,6th Gen,8,512,0,B-Grade,57026
MSI,Prestige 15,Ryzen 7,6th Gen,4,512,1000,Like New,36170
Dell,Latitude 5400,Core i5,11th Gen,4,256,500,Like New,78437
Acer,Swift 3,Celeron,8th Gen,16,256,500,Like New,56231
Acer,Swift 3,Core i5,8th Gen,4,512,500,Slightly Used,61701
MSI,Prestige 15,Core i5,10th Gen,16,128,0,A-Grade,75550
Microsoft,Surface Book 2,Core i3,11th Gen,4,256,500,Like New,65132
Apple,MacBook Pro M2,M2,N/A,32,256,0,A-Grade,95544
HP,ProBook 450 G6,Ryzen 3,6th Gen,4,512,500,Slightly Used,37577
Lenovo,ThinkPad T480,Core i7,7th Gen,8,0,1000,Slightly Used,59649
Asus,ROG Strix,Celeron,6th Gen,4,256,500,Slightly Used,29302
Acer,Nitro 5,Celeron,11th Gen,32,512,0,B-Grade,92875
Lenovo,Legion 5,Ryzen 7,6th Gen,16,512,1000,B-Grade,44972
Acer,Swift 3,Core i3,11th Gen,16,512,0,A-Grade,79530
Apple,MacBook Pro M2,M2,N/A,4,1024,500,A-Grade,84424
HP,Pavilion 15,Core i5,10th Gen,32,128,1000,Slightly Used,84262
MSI,Prestige 15,Ryzen 5,6th Gen,32,0,500,Slightly Used,50743
Acer,Aspire 5,Core i7,6th Gen,8,0,1000,Like New,60939
Microsoft,Surface Book 2,Core i5,11th Gen,32,0,1000,A-Grade,95997
Asus,ROG Strix,Ryzen 5,8th Gen,8,0,1000,B-Grade,38421
Microsoft,Surface Laptop 3,Core i5,10th Gen,16,128,500,Slightly Used,74236
Lenovo,ThinkPad T480,Core i7,8th Gen,32,0,500,A-Grade,86606
Dell,Precision 5520,Core i5,10th Gen,4,0,1000,A-Grade,60624
HP,ProBook 450 G6,Celeron,7th Gen,8,256,0,Like New,41111
Lenovo,Legion 5,Core i5,10th Gen,4,512,500,Like New,76230
Dell,Inspiron 15,Core i5,7th Gen,32,256,0,B-Grade,67986
Acer,Aspire 5,Core i7,6th Gen,16,128,1000,A-Grade,63399
MSI,GF63 Thin,Core i5,10th Gen,32,0,500,Like New,93788
MSI,Modern 14,Core i5,7th Gen,8,1024,1000,Slightly Used,60909
Microsoft,Surface Pro 7,Core i5,8th Gen,4,1024,1000,A-Grade,69550
Lenovo,ThinkPad T470,Celeron,11th Gen,32,128,0,B-Grade,81240
Microsoft,Surface Laptop 3,Celeron,8th Gen,16,256,1000,Slightly Used,55510
HP,Pavilion 15,Core i7,6th Gen,8,512,500,A-Grade,62970
Asus,ZenBook 14,Ryzen 7,11th Gen,8,0,500,A-Grade,61230
Dell,Precision 5520,Ryzen 3,11th Gen,8,128,0,Slightly Used,63481
Apple,MacBook Pro 2015,Core i5,8th Gen,32,128,0,A-Grade,114521
MSI,Prestige 15,Core i5,8th Gen,8,128,1000,Slightly Used,56051
Acer,Swift 3,Ryzen 3,10th Gen,4,0,1000,A-Grade,47577
MSI,Modern 14,Ryzen 5,8th Gen,8,256,500,B-Grade,43279
HP,ZBook 15,Core i3,6th Gen,4,1024,0,A-Grade,43247
Asus,ROG Strix,Core i5,11th Gen,8,1024,1000,A-Grade,94364
Lenovo,ThinkPad T480,Core i5,8th Gen,4,1024,1000,B-Grade,66500
Lenovo,ThinkPad X1 Carbon,Core i5,6th Gen,16,1024,0,Like New,71827
MSI,Modern 14,Core i5,8th Gen,8,0,500,Slightly Used,54289
Asus,ROG Strix,Celeron,6th Gen,16,0,500,B-Grade,41184
MSI,Prestige 15,Core i5,11th Gen,16,1024,1000,Slightly Used,96335
Microsoft,Surface Book 2,Core i5,6th Gen,16,1024,1000,Slightly Used,67772
MSI,Modern 14,Core i5,6th Gen,32,256,500,A-Grade,71392
Acer,Aspire 5,Core i7,6th Gen,32,128,1000,A-Grade,77787
Microsoft,Surface Laptop 3,Celeron,8th Gen,16,128,500,B-Grade,51367
Apple,MacBook Pro 2015,Core i7,5th Gen,4,0,500,Slightly Used,88826
Asus,ROG Strix,Core i5,6th Gen,32,256,0,B-Grade,70903
Dell,Precision 5520,Ryzen 7,6th Gen,4,128,1000,Like New,30533
MSI,GF63 Thin,Ryzen 3,11th Gen,8,256,500,Like New,72419
Acer,Nitro 5,Core i5,8th Gen,4,1024,500,Like New,73400
Microsoft,Surface Pro 7,Ryzen 3,11th Gen,8,256,1000,Like New,67973
Lenovo,ThinkPad L480,Core i5,7th Gen,32,128,500,Slightly Used,66667
Acer,Swift 3,Celeron,11th Gen,4,128,1000,A-Grade,57204
Acer,Predator Helios,Core i3,7th Gen,16,512,500,B-Grade,49064
Asus,ZenBook 14,Core i5,10th Gen,16,512,1000,Like New,88495
Lenovo,IdeaPad 3,Core i5,11th Gen,16,1024,500,Slightly Used,100776
Microsoft,Surface Laptop 3,Core i7,6th Gen,8,0,1000,Slightly Used,58822
Asus,TUF Gaming,Celeron,11th Gen,32,0,500,A-Grade,79167
Dell,Latitude 7480,Core i3,6th Gen,8,256,0,A-Grade,33206
HP,Spectre x360,Core i5,10th Gen,8,128,500,Slightly Used,67965
MSI,GF63 Thin,Ryzen 7,7th Gen,8,512,0,Slightly Used,37796
Acer,Nitro 5,Core i5,10th Gen,8,512,0,A-Grade,72779
Microsoft,Surface Laptop 3,Core i5,8th Gen,16,512,1000,Like New,79120
Asus,ZenBook 14,Core i5,6th Gen,16,512,0,Slightly Used,62124
Lenovo,ThinkPad X1 Carbon,Ryzen 5,8th Gen,32,256,500,A-Grade,62213
Asus,TUF Gaming,Core i5,8th Gen,32,128,1000,A-Grade,77168
HP,Spectre x360,Core i5,7th Gen,32,256,0,A-Grade,67847
Asus,ROG Strix,Celeron,11th Gen,32,128,500,A-Grade,81618
MSI,Modern 14,Core i5,11th Gen,4,256,1000,B-Grade,75536
HP,EliteBook 840 G3,Core i7,7th Gen,4,0,500,A-Grade,48813
Dell,Inspiron 15,Core i3,10th Gen,4,0,500,B-Grade,49253
Asus,TUF Gaming,Core i7,11th Gen,16,256,1000,A-Grade,99686
Lenovo,Legion 5,Ryzen 5,11th Gen,8,128,1000,A-Grade,62361
MSI,GF63 Thin,Core i3,11th Gen,8,256,500,B-Grade,64496
Acer,Aspire 5,Core i5,8th Gen,32,128,1000,B-Grade,75707
Microsoft,Surface Book 2,Core i5,8th Gen,4,1024,1000,A-Grade,64036
Apple,MacBook Pro 2015,Core i5,9th Gen,32,128,0,A-Grade,107555
Dell,Latitude 7480,Core i3,11th Gen,4,128,500,A-Grade,53067
HP,ZBook 15,Core i5,7th Gen,32,0,1000,Slightly Used,67490
Microsoft,Surface Book 2,Core i5,6th Gen,4,256,500,A-Grade,44499
Dell,Latitude 5400,Ryzen 3,8th Gen,32,128,0,B-Grade,64825
Dell,XPS 13,Core i5,8th Gen,8,0,500,B-Grade,53248
Asus,ZenBook 14,Core i5,6th Gen,4,512,500,Slightly Used,50760
Microsoft,Surface Pro 7,Ryzen 5,10th Gen,16,256,500,A-Grade,60636
Apple,MacBook Air 2017,Core i7,9th Gen,32,0,500,Slightly Used,114167
MSI,Prestige 15,Core i5,6th Gen,4,0,1000,Slightly Used,42146
Asus,ROG Strix,Core i3,6th Gen,8,256,0,A-Grade,38995
Apple,MacBook Air M1,M1,N/A,32,128,0,Slightly Used,93672
Acer,Swift 3,Core i3,8th Gen,16,512,500,Slightly Used,59571
Asus,TUF Gaming,Ryzen 3,6th Gen,32,256,0,B-Grade,57528
HP,Pavilion 15,Core i7,8th Gen,4,1024,500,B-Grade,77749
Acer,Nitro 5,Ryzen 3,7th Gen,8,0,1000,Like New,33072
Dell,Latitude 7480,Ryzen 7,6th Gen,8,256,1000,Like New,42125
MSI,Prestige 15,Core i3,6th Gen,16,256,500,Like New,50281
Dell,XPS 13,Core i5,10th Gen,16,1024,0,B-Grade,90196
Dell,XPS 13,Ryzen 3,6th Gen,4,0,500,B-Grade,29110
Dell,Latitude 5400,Core i7,7th Gen,16,512,0,A-Grade,74887
HP,ZBook 15,Core i3,7th Gen,16,256,500,B-Grade,42658
HP,EliteBook 840 G5,Core i7,7th Gen,4,256,0,A-Grade,58023
Microsoft,Surface Laptop 3,Core i5,8th Gen,32,512,0,A-Grade,86569
Asus,ROG Strix,Ryzen 7,7th Gen,32,128,500,Slightly Used,52557
Apple,MacBook Pro 2019,Core i7,9th Gen,32,1024,500,A-Grade,128718
HP,Spectre x360,Core i7,10th Gen,16,1024,1000,Like New,103106
Lenovo,ThinkPad X1 Carbon,Core i5,8th Gen,4,0,1000,A-Grade,53137
Acer,Nitro 5,Celeron,7th Gen,16,0,1000,Slightly Used,36512
Microsoft,Surface Pro 7,Core i5,6th Gen,16,256,1000,Like New,60335
Apple,MacBook Pro M2,M2,N/A,4,128,0,Slightly Used,63145
Microsoft,Surface Book 2,Ryzen 7,7th Gen,8,128,1000,Like New,37406
Dell,Precision 5520,Core i5,7th Gen,16,128,1000,Like New,60104
Acer,Nitro 5,Core i5,11th Gen,32,256,1000,Like New,105142
Microsoft,Surface Book 2,Core i7,10th Gen,32,128,0,Slightly Used,99668
Dell,Latitude 7480,Core i5,8th Gen,32,512,1000,B-Grade,84000
HP,Pavilion 15,Core i5,11th Gen,8,512,500,Slightly Used,83249
Acer,Predator Helios,Core i3,8th Gen,8,256,1000,B-Grade,47051
Apple,MacBook Air M1,M1,N/A,4,0,500,B-Grade,68025
Acer,Aspire 5,Celeron,7th Gen,32,0,500,Slightly Used,51604
HP,ProBook 450 G6,Core i3,7th Gen,4,0,1000,B-Grade,26798
Microsoft,Surface Laptop 3,Ryzen 3,8th Gen,8,0,1000,B-Grade,43405
MSI,Prestige 15,Core i5,6th Gen,16,256,1000,Slightly Used,57170
Apple,MacBook Air 2017,Core i5,9th Gen,8,1024,1000,Slightly Used,100291
Microsoft,Surface Laptop 3,Core i5,10th Gen,32,0,500,B-Grade,86469
Microsoft,Surface Laptop 3,Core i5,7th Gen,16,128,500,A-Grade,54391
MSI,Modern 14,Core i3,8th Gen,4,256,0,Like New,43746
Asus,VivoBook 15,Core i7,10th Gen,16,128,0,B-Grade,81187
MSI,GF63 Thin,Core i5,11th Gen,4,512,0,Slightly Used,76357
Asus,ROG Strix,Core i5,7th Gen,4,256,0,B-Grade,43636
Asus,ROG Strix,Celeron,6th Gen,16,256,1000,Slightly Used,42922
Dell,Precision 5520,Core i5,6th Gen,16,1024,1000,Slightly Used,65613
Lenovo,ThinkPad T470,Ryzen 5,6th Gen,4,128,0,Slightly Used,27285
Dell,Precision 5520,Ryzen 7,10th Gen,8,256,1000,A-Grade,54215
Lenovo,ThinkPad T480,Core i5,8th Gen,32,128,0,B-Grade,76671
Lenovo,ThinkPad X1 Carbon,Core i3,6th Gen,16,1024,500,A-Grade,56789
HP,Pavilion 15,Ryzen 5,6th Gen,4,0,1000,B-Grade,26755
HP,ZBook 15,Core i5,10th Gen,16,128,0,Like New,81425
Lenovo,ThinkPad X1 Carbon,Core i5,6th Gen,4,512,0,Slightly Used,48174
HP,ProBook 450 G6,Core i3,11th Gen,32,256,500,B-Grade,84614
Dell,Latitude 5400,Ryzen 3,7th Gen,16,1024,500,B-Grade,52535
HP,ProBook 450 G6,Ryzen 7,6th Gen,8,512,500,Like New,44551
Asus,VivoBook 15,Core i3,11th Gen,4,256,1000,Slightly Used,60626
MSI,Prestige 15,Celeron,10th Gen,4,512,0,Slightly Used,54729
MSI,Prestige 15,Ryzen 5,11th Gen,16,256,1000,Like New,74622
Lenovo,ThinkPad L480,Core i7,7th Gen,8,512,1000,A-Grade,66012
Lenovo,ThinkPad L480,Ryzen 7,6th Gen,8,128,500,Like New,35006
Acer,Aspire 5,Celeron,8th Gen,32,128,1000,A-Grade,58149
Apple,MacBook Pro M2,M2,N/A,16,512,500,Slightly Used,87072
Dell,Precision 5520,Ryzen 5,11th Gen,32,128,500,Slightly Used,78722
Dell,Latitude 5400,Core i5,11th Gen,32,1024,1000,Slightly Used,114898
Acer,Aspire 5,Ryzen 5,8th Gen,32,512,0,Like New,72368
MSI,Prestige 15,Core i7,7th Gen,32,1024,0,Like New,97290
MSI,GF63 Thin,Ryzen 5,6th Gen,8,128,0,Slightly Used,33322
Asus,TUF Gaming,Core i5,6th Gen,8,128,0,B-Grade,49598
HP,EliteBook 840 G3,Core i5,10th Gen,16,128,500,Slightly Used,72926
Lenovo,Legion 5,Core i7,8th Gen,4,512,0,Slightly Used,69349
MSI,Prestige 15,Ryzen 3,8th Gen,16,0,500,Like New,52606
Asus,ZenBook 14,Ryzen 3,10th Gen,4,1024,1000,A-Grade,63498
HP,EliteBook 840 G5,Core i7,6th Gen,4,128,1000,A-Grade,52647
Lenovo,ThinkPad T470,Core i5,7th Gen,32,0,1000,Slightly Used,65577
Dell,XPS 13,Ryzen 5,10th Gen,4,512,500,Like New,59497
Acer,Predator Helios,Ryzen 7,8th Gen,32,1024,0,Like New,82312
Apple,MacBook Air M1,M1,N/A,8,128,0,B-Grade,73748
Acer,Nitro 5,Celeron,7th Gen,8,0,1000,B-Grade,32567
Microsoft,Surface Laptop 3,Core i3,8th Gen,4,512,1000,B-Grade,44474
Apple,MacBook Air M1,M1,N/A,4,512,0,A-Grade,71132
Apple,MacBook Air 2017,Core i7,9th Gen,4,128,1000,Slightly Used,94377
Microsoft,Surface Laptop 3,Ryzen 3,6th Gen,16,512,500,B-Grade,46848
MSI,Prestige 15,Core i5,8th Gen,4,1024,1000,A-Grade,66449
HP,ProBook 450 G6,Ryzen 7,11th Gen,16,128,0,Like New,72417
Dell,XPS 13,Celeron,11th Gen,8,128,500,Slightly Used,61093
MSI,Prestige 15,Ryzen 7,7th Gen,4,512,1000,B-Grade,32923
Asus,ROG Strix,Core i7,8th Gen,32,512,500,Like New,98738
Acer,Predator Helios,Celeron,8th Gen,32,1024,500,B-Grade,77850
MSI,Modern 14,Core i7,8th Gen,4,0,500,B-Grade,62583
HP,ZBook 15,Ryzen 7,6th Gen,16,256,1000,A-Grade,41364
Microsoft,Surface Book 2,Core i7,11th Gen,32,0,500,A-Grade,105155
Acer,Swift 3,Core i7,7th Gen,32,0,1000,A-Grade,79997
